"x" "y" "z" "temp"
12 0.0662 0 532
6 0.1567 0 590.999
21 0.1591 0 590.75
3 0.1596 0 451.605
15 0.1633 0 576.679
12 0.1658 0 532
6 0.255 0 603.7586
3 0.258 0 577.9515
15 0.2621 0 590.316
6 0.3547 0 627.455
3 0.3577 0 601.158
12 0.3622 0 569
9 0.3633 0 343.03
6 0.4531 0 650.24
3 0.4559 0 622.6455
15 0.4579 0 632.276
12 0.4601 0 454
9 0.4623 0 599.71
21 0.5516 0 613.7
6 0.5526 0 670.2908
3 0.5553 0 643.2735
12 0.5596 0 608
9 0.5616 0 616.45
21 0.6505 0 621.35
9 0.66 0 632.26
0 0.6632 0 509.9088
6 0.7491 0 703.1012
3 0.7516 0 675.9345
12 0.7557 0 639
9 0.759 0 646.21
0 0.7618 0 644.1352
21 0.8468 0 521.05
18 0.848 0 552.27
15 0.8503 0 552.552
3 0.851 0 688.827
12 0.855 0 652
9 0.8575 0 659.23
0 0.8603 0 657.2092
21 0.9462 0 644.3
15 0.949 0 707.804
12 1.0514 0 675
9 1.0548 0 681.55
0 1.0572 0 678.9992
21 1.1426 0 657.9
15 1.1452 0 729.833
12 1.1503 0 685
18 1.24 0 506.82
15 1.2451 0 739.274
12 1.3475 0 702
15 1.4417 0 756.058
9 1.4462 0 646.21
0 1.4493 0 713.8632
21 1.5339 0 680.85
9 1.5457 0 724.33
0 1.5484 0 720.836
21 1.6335 0 681.7
12 1.7394 0 568
9 1.7423 0 715.96
0 1.7445 0 590.096
21 1.8299 0 549.1
15 1.8333 0 599.757
3 1.8343 0 736.959
12 1.838 0 701
9 1.8405 0 707.59
0 1.8431 0 705.1472
21 1.9282 0 663.85
15 1.9321 0 740.323
3 1.933 0 607.1745
12 1.9368 0 693
9 1.9397 0 698.29
0 1.9426 0 696.4312
18 2.0226 0 576.51
21 2.0273 0 657.9
15 2.0312 0 730.882
3 2.0324 0 720.6285
12 2.0355 0 684
18 2.1219 0 488.64
3 2.1305 0 710.3145
12 2.135 0 674
9 2.1365 0 678.76
0 2.1391 0 677.256
18 2.2209 0 561.36
21 2.2247 0 644.3
15 2.2276 0 709.902
0 2.2383 0 666.7968
15 2.3271 0 698.363
3 2.3276 0 687.9675
12 2.3316 0 652
18 2.4168 0 544.19
0 2.4345 0 641.5204
18 2.5164 0 535.1
15 2.5235 0 517.935
9 2.528 0 554.14
0 2.5336 0 627.5748
21 2.6178 0 613.7
15 2.6216 0 654.305
9 2.6273 0 613.66
18 2.712 0 516.92
21 2.7148 0 481.95
3 2.7192 0 623.505
12 2.7236 0 444
0 2.7297 0 594.454
3 2.8183 0 475.671
15 2.8191 0 462.338
12 2.8224 0 423
9 2.8235 0 503.92
0 2.829 0 448.8968
21 2.9112 0 593.3
3 2.9172 0 579.6705
15 2.9178 0 594.512
9 2.9228 0 564.37
3 3.0163 0 567.6375
12 3.0191 0 533
0 3.0256 0 550.0024
18 3.1048 0 492.68
15 3.114 0 575.63
9 3.1189 0 556.0
0 3.1244 0 549.1308
18 3.2029 0 408.85
3 3.2124 0 570.216
15 3.2128 0 581.924
9 3.2177 0 558.79
0 3.2229 0 554.3604
18 3.3024 0 499.75
21 3.3035 0 594.15
3 3.3117 0 591.7035
15 3.3121 0 601.855
9 3.3171 0 573.67
0 3.3228 0 570.9208
18 3.4008 0 508.84
21 3.4024 0 601.8
3 3.4102 0 615.7695
15 3.4106 0 467.583
12 3.411 0 580
9 3.416 0 591.34
0 3.4209 0 589.2244
18 3.4996 0 518.94
21 3.5011 0 609.45
12 3.5104 0 599
3 3.5105 0 637.257
15 3.5109 0 643.815
9 3.5151 0 609.01
0 3.5197 0 606.6564
21 3.6005 0 490.45
3 3.6083 0 655.3065
12 3.6087 0 617
18 3.6966 0 538.13
21 3.6997 0 626.45
15 3.7065 0 677.383
9 3.712 0 640.63
0 3.717 0 638.034
15 3.8053 0 691.02
12 3.8057 0 496
21 3.8963 0 641.75
3 3.9041 0 698.2815
15 4.0016 0 716.196
18 4.0889 0 571.46
3 4.1 0 719.769
15 4.1009 0 726.686
9 4.1039 0 688.06
0 4.1085 0 552.6172
12 4.1973 0 689
3 4.1998 0 728.364
9 4.2025 0 697.36
0 4.2074 0 694.688
21 4.2873 0 668.1
12 4.2958 0 698
15 4.298 0 585.071
21 4.3861 0 674.05
3 4.3965 0 743.835
9 4.3987 0 714.1
0 4.4044 0 711.2484
12 4.4927 0 713
9 4.4977 0 721.54
0 4.5032 0 718.2212
21 4.5837 0 553.35
15 4.6895 0 761.303
9 4.6943 0 636.91
0 4.6994 0 716.478
3 4.7885 0 609.753
15 4.7889 0 753.96
9 4.7939 0 712.24
0 4.7991 0 708.6336
18 4.871 0 495.71
12 4.8848 0 543
3 4.8873 0 735.24
15 4.8877 0 582.973
9 4.8923 0 619.24
0 4.8977 0 565.6912
18 4.9697 0 580.55
21 4.9748 0 662.15
12 4.9842 0 689
15 4.9867 0 736.127
9 4.991 0 694.57
0 4.9968 0 692.0732
18 5.0694 0 573.48
21 5.0739 0 655.35
15 5.0862 0 726.686
18 5.1679 0 565.4
12 5.1796 0 670
9 5.1879 0 674.11
0 5.1927 0 535.1852
21 5.2705 0 641.75
12 5.2784 0 658
15 5.2824 0 704.657
12 5.4756 0 632
9 5.5798 0 622.03
0 5.5848 0 619.7304
21 5.6625 0 475.15
15 5.6741 0 644.864
9 5.6784 0 516.94
0 5.6839 0 603.17
21 5.7619 0 602.65
15 5.7729 0 625.982
12 5.8677 0 401
9 5.8754 0 571.81
0 5.8808 0 567.4344
21 5.9581 0 590.75
12 5.9659 0 540
15 5.9698 0 584.022
9 5.9739 0 558.79
0 5.9797 0 552.6172
15 6.0688 0 407.79
12 6.1633 0 532
9 6.1713 0 556.0
0 6.1761 0 409.6748
12 6.2614 0 547
15 6.2657 0 591.365
9 6.2698 0 565.3
0 6.2746 0 562.2048
21 6.3505 0 597.55
12 6.3604 0 569
15 6.3641 0 613.394
9 6.3691 0 582.97
0 6.3741 0 580.5084
21 6.4485 0 467.5
12 6.4602 0 590
15 6.4627 0 634.374
9 6.4676 0 600.64
0 6.4728 0 598.812
21 6.5479 0 613.7
12 6.5583 0 609
15 6.5623 0 653.256
9 6.5669 0 618.31
0 6.5716 0 616.244
18 6.6379 0 433.09
21 6.6468 0 622.2
18 6.7373 0 542.17
21 6.7454 0 629.85
12 6.7553 0 640
15 6.7588 0 685.775
9 6.7632 0 555.07
0 6.7687 0 645.8784
12 6.8545 0 489
15 6.8574 0 699.412
0 6.8674 0 658.9524
18 6.9336 0 559.34
21 6.9421 0 645.15
18 7.0326 0 567.42
12 7.0504 0 675
15 7.0538 0 549.405
0 7.0638 0 680.7424
12 7.1497 0 685
15 7.1536 0 731.931
9 7.1546 0 692.71
0 7.1633 0 690.33
18 7.2289 0 581.56
9 7.2542 0 702.01
21 7.334 0 671.5
12 7.346 0 702
15 7.3496 0 750.813
0 7.3595 0 563.0764
9 7.4503 0 718.75
18 7.6206 0 498.74
18 7.7196 0 596.71
12 7.7383 0 709
15 7.7417 0 758.156
0 7.7511 0 712.9916
18 7.819 0 590.65
12 7.8373 0 702
15 7.8404 0 573.532
9 7.8429 0 611.8
0 7.8502 0 705.1472
18 7.9178 0 584.59
12 7.9361 0 524
15 7.9396 0 741.372
9 7.9412 0 700.15
0 7.9494 0 696.4312
18 8.017 0 471.47
12 8.0355 0 684
15 8.0381 0 731.931
9 8.0401 0 689.92
0 8.0481 0 687.7152
21 8.1172 0 652.8
12 8.1344 0 675
15 8.1374 0 721.441
0 8.1471 0 677.256
18 8.2133 0 562.37
21 8.2161 0 646.0
9 8.2373 0 669.46
12 8.3301 0 652
15 8.3344 0 698.363
9 8.3355 0 657.37
0 8.3432 0 506.4224
9 8.5327 0 629.47
18 8.6046 0 417.94
9 8.6312 0 613.66
18 8.7039 0 516.92
12 8.7226 0 590
15 8.7255 0 454.995
0 8.7351 0 594.454
12 8.8215 0 570
15 8.8248 0 614.443
9 8.8278 0 579.25
0 8.8348 0 576.1504
18 8.9009 0 498.74
12 9.0178 0 361
15 9.0215 0 577.728
0 9.031 0 550.0024
9 9.1237 0 556.0
21 9.1988 0 589.9
9 9.2221 0 558.79
18 9.2919 0 498.74
21 9.2975 0 444.55
9 9.3214 0 573.67
18 9.3912 0 507.83
21 9.3963 0 600.95
12 9.4097 0 580
15 9.4135 0 624.933
9 9.4198 0 592.27
0 9.4231 0 590.096
21 9.4955 0 609.45
12 9.5093 0 599
15 9.5117 0 644.864
9 9.5194 0 609.94
0 9.5223 0 454.1264
21 9.5941 0 617.95
12 9.6082 0 617
15 9.6113 0 478.073
0 9.621 0 624.0884
9 9.7161 0 641.56
21 9.7904 0 634.1
12 9.8048 0 646
15 9.8078 0 692.069
0 9.8168 0 651.9796
9 10.1079 0 582.97
21 10.1832 0 510.85
12 10.1965 0 510
15 10.1997 0 737.176
9 10.2066 0 698.29
0 10.2094 0 694.688
18 10.2762 0 585.6
12 10.2951 0 698
15 10.2988 0 746.617
0 10.3087 0 703.404
18 10.3758 0 591.66
9 10.4031 0 715.03
12 10.4919 0 713
15 10.495 0 573.532
9 10.502 0 722.47
0 10.5045 0 719.0928
18 10.572 0 486.62
9 10.6986 0 720.61
9 10.7978 0 712.24
12 10.8833 0 698
15 10.887 0 746.617
0 10.8965 0 543.0296
9 10.8969 0 703.87
18 10.9636 0 580.55
21 10.965 0 663.0
12 10.9832 0 689
15 10.9858 0 737.176
0 10.9954 0 692.0732
9 10.996 0 694.57
18 11.0635 0 573.48
21 11.0645 0 657.05
0 11.0943 0 682.4856
12 11.1797 0 487
15 11.1823 0 717.245
9 11.1926 0 563.44
18 11.2593 0 558.33
21 11.2615 0 487.05
12 11.2782 0 659
15 11.2812 0 705.706
0 11.2917 0 661.5672
21 11.3594 0 634.95
0 11.39 0 648.4932
21 11.4594 0 627.3
12 11.4743 0 633
15 11.4782 0 485.416
12 11.5742 0 617
15 11.5771 0 662.697
0 11.5864 0 619.7304
21 11.6552 0 611.15
9 11.6827 0 605.29
12 11.7701 0 581
15 11.7733 0 625.982
12 11.8691 0 560
15 11.8727 0 605.002
9 11.8793 0 570.88
0 11.8822 0 567.4344
9 11.9786 0 557.86
0 11.9819 0 552.6172
21 12.0474 0 589.9
12 12.0659 0 532
15 12.0692 0 575.63
12 12.1649 0 533
9 12.1751 0 441.61
0 12.1777 0 550.0024
21 12.2457 0 590.75
12 12.2641 0 547
9 12.2743 0 565.3
0 12.2763 0 562.2048
18 12.3384 0 502.78
21 12.3443 0 596.7
12 12.3629 0 569
9 12.3725 0 582.97
0 12.3753 0 580.5084
18 12.4378 0 512.88
21 12.4432 0 605.2
12 12.4625 0 590
0 12.4746 0 598.812
18 12.5362 0 522.98
21 12.5422 0 613.7
12 12.5608 0 609
9 12.5706 0 619.24
0 12.573 0 616.244
21 12.7381 0 629.85
12 12.7569 0 640
9 12.7678 0 649.0
0 12.7699 0 480.2744
12 12.8566 0 653
0 12.8695 0 658.9524
12 13.0533 0 676
0 13.0659 0 680.7424
21 13.1302 0 496.4
12 13.1518 0 685
9 13.1596 0 574.6
0 13.1644 0 691.2016
15 13.2476 0 539.964
9 13.2585 0 702.94
18 13.3226 0 588.63
15 13.3461 0 750.813
12 13.3491 0 702
0 13.3614 0 707.762
18 13.4224 0 594.69
9 13.4551 0 719.68
15 13.5436 0 766.548
18 13.6181 0 603.78
12 13.7408 0 709
