"x" "y" "z" "temp"
18 0.0253 0 530.692
15 0.0387 0 518.9051
3 0.0733 0 661.25
0 0.084 0 632.5
12 0.0873 0 580.75
9 0.095 0 604.8
21 0.0956 0 613.38
18 0.1237 0 556.396
15 0.1373 0 555.145
3 0.1723 0 743.75
0 0.183 0 674.5
12 0.1861 0 612.25
9 0.1934 0 658.38
21 0.1939 0 618.45
18 0.2224 0 583.936
15 0.2368 0 588.7332
3 0.2704 0 783.5
0 0.2817 0 712.0
12 0.285 0 640.0
21 0.2923 0 627.745
9 0.2927 0 694.1
18 0.3213 0 606.886
15 0.3352 0 617.018
3 0.3691 0 808.25
0 0.3806 0 741.25
12 0.384 0 662.5
21 0.3911 0 637.885
9 0.3917 0 719.48
18 0.4199 0 627.082
15 0.4338 0 639.9994
3 0.468 0 821.75
0 0.4788 0 756.25
12 0.4826 0 673.75
9 0.4901 0 727.94
21 0.4906 0 642.11
18 0.5185 0 624.328
15 0.5326 0 629.3926
3 0.5673 0 804.5
0 0.5774 0 730.0
12 0.5816 0 652.75
21 0.5887 0 631.125
9 0.5891 0 705.38
18 0.6174 0 604.132
15 0.6311 0 604.6434
3 0.6657 0 779.0
0 0.6764 0 697.0
12 0.6803 0 628.0
9 0.6879 0 674.36
21 0.6884 0 621.83
18 0.7159 0 580.264
15 0.7296 0 574.5908
3 0.7644 0 734.75
0 0.7756 0 657.25
12 0.7781 0 598.75
9 0.7857 0 629.24
21 0.7868 0 615.07
18 0.8146 0 552.724
15 0.8283 0 540.1187
3 0.8634 0 646.25
0 0.8736 0 621.25
12 0.8772 0 570.25
9 0.885 0 562.5
21 0.8854 0 612.535
18 0.9136 0 530.692
15 0.9277 0 512.7178
3 0.9615 0 544.25
0 0.9728 0 612.25
12 0.976 0 563.5
9 0.9837 0 543.7
21 0.9843 0 612.535
18 1.0127 0 529.774
15 1.0262 0 516.2534
3 1.0604 0 644.75
0 1.0712 0 628.75
12 1.0742 0 577.75
21 1.0823 0 613.38
9 1.0827 0 596.34
18 1.1108 0 553.642
15 1.1249 0 550.7255
3 1.16 0 736.25
0 1.1703 0 669.25
12 1.1738 0 609.25
21 1.1814 0 618.45
9 1.1818 0 653.68
18 1.2101 0 581.182
15 1.2234 0 585.1976
3 1.2579 0 779.75
0 1.2685 0 708.25
12 1.2727 0 637.75
9 1.2803 0 691.28
21 1.2808 0 626.9
18 1.3084 0 605.05
15 1.3228 0 614.3663
3 1.357 0 806.0
0 1.3671 0 738.25
12 1.3709 0 661.0
21 1.3784 0 637.04
9 1.3788 0 717.6
18 1.4071 0 626.164
15 1.4215 0 638.2316
3 1.456 0 822.5
0 1.4661 0 760.0
12 1.4694 0 676.75
9 1.4772 0 730.76
21 1.4777 0 644.645
18 1.5061 0 627.082
15 1.5194 0 633.8121
3 1.5542 0 807.5
0 1.5647 0 733.75
12 1.5685 0 656.5
9 1.5762 0 709.14
21 1.5767 0 632.815
18 1.6048 0 606.886
15 1.6181 0 609.0629
3 1.6536 0 782.75
0 1.6641 0 702.25
12 1.6668 0 631.75
9 1.6749 0 679.06
21 1.6753 0 623.52
18 1.7033 0 583.936
15 1.7177 0 579.0103
3 1.7521 0 742.25
0 1.7625 0 663.25
12 1.7664 0 603.25
9 1.7739 0 635.82
21 1.7744 0 615.915
18 1.8024 0 557.314
15 1.8155 0 545.4221
